AÑO;PR;TIPO RED;CTRA;TR;ESTAC ASOC;ESTAC AFORO;PK ESTAC;ESTAC AFÍN;DESCRIPCIÓN DEL TRAMO;LONG;PK INICIAL;PK FINAL;IMD AÑO;IMD-L AÑO;IMDp AÑO;% LIG AÑO;% PES AÑO;IMD AÑO ANT;IMD-L  AÑO ANT;IMDp AÑO ANT;% LIG AÑO ANT;%PES AÑO ANT;VELOCIDAD MEDIA;RANGO VELOC MEDIA;% MOTOS;% TURISMOS;% FURGON.;% TRACT.;% AUTOBUSES;% CAM. S/R;% CAM. ART.;% TREN CTRA.;% EXTRANJ.;% MER. PEL.;LÍMITE CCAA;LÍMITE PROVINCIA;DOBLE CALZADA
2011;BU;CIP;BU-800;1;BU-4580;BU-4580;1.95;BU-1550;DE BURGOS (N-620) A CARDEÑAJIMENO;7.746;1.254;9.0;4254;4129;125;97.06;2.94;2979;2872;107;96.41;3.59;57;<=60;0.82;79.05;10.15;0.29;0.33;4.01;5.09;0.25;0.24;1.79;;;
2011;BU;CIP;BU-811;2;BU-4840;BU-4840;14.5;BU-1060;DE PRADOLUENGO (BU-813) A LÍMITE DE C.A. DE LA RIOJA (ALTO DE LA PRADILLA);13.18;11.55;24.73;214;206;8;96.26;3.74;235;231;4;98.3;1.7;61;61-70;0.76;71.27;18.09;0.13;0.22;4.66;4.51;0.36;0.19;0.26;LR;;
2011;BU;CTL;BU-812;1;BU-4840;;;BU-1060;DE BU-811 A VILLAGALIJO  (BU-811);2.4;0.0;2.4;214;206;8;96.26;3.74;235;231;4;98.3;1.7;62;61-70;0.76;71.27;18.09;0.13;0.22;4.66;4.51;0.36;0.19;0.26;;;
2011;BU;CIP;BU-820;2;BU-4705;BU-4705;21.2;BU-1060;DE BU-813 A PINEDA DE LA SIERRA;14.7;19.8;34.5;151;133;18;88.08;11.92;154;152;2;98.7;1.3;60;<=60;0.76;71.27;18.09;0.13;0.22;4.66;4.51;0.36;0.19;0.26;;;
2011;BU;CTL;BU-822;1;BU-4610;BU-4610;2.8;BU-1060;DE QUINTANAR DE LA SIERRA (CL-117) A LÍMITE DE C.A. DE LA RIOJA;17.7;0.0;17.7;298;283;15;94.97;5.03;269;261;8;97.03;2.97;60;<=60;0.76;71.27;18.09;0.13;0.22;4.66;4.51;0.36;0.19;0.26;LR;;
2011;BU;CTL;BU-900;1;BU-4975;BU-4975;1.0;BU-1060;DE LERMA (N-I) A NEBREDA;11.0;0.0;11.0;628;596;32;94.9;5.1;634;598;36;94.32;5.68;80;71-80;0.76;71.27;18.09;0.13;0.22;4.66;4.51;0.36;0.19;0.26;;;
2011;BU;CTL;BU-900;2;BU-4620;BU-4620;23.4;BU-1060;DE NEBREDA A BU-901;13.4;11.0;24.4;171;159;12;92.98;7.02;185;171;14;92.43;7.57;75;71-80;0.76;71.27;18.09;0.13;0.22;4.66;4.51;0.36;0.19;0.26;;;
2011;BU;CIP;BU-901;1;BU-4630;BU-4630;3.5;BU-1060;DE CUEVAS DE SAN CLEMENTE (N-234) A COVARRUBIAS (BU-904);11.8;0.0;11.8;816;778;38;95.34;4.66;634;606;28;95.58;4.42;73;71-80;0.76;71.27;18.09;0.13;0.22;4.66;4.51;0.36;0.19;0.26;;;
2011;BU;CIP;BU-910;1;BU-4645;BU-4645;1.5;BU-1040;DE ARANDA DE DUERO (N-1) A BU-912;8.56;0.0;8.56;2678;2592;86;96.79;3.21;2541;2483;58;97.72;2.28;99;91-100;0.0;79.87;13.31;0.0;0.79;3.6;2.16;0.26;0.4;0.13;;;
2011;BU;CIP;BU-910;3;BU-4660;;;BU-1060;DE CALERUEGA (BU-923) A BU-921;1.92;24.1;26.02;315;303;12;96.19;3.81;345;316;29;91.59;8.41;69;61-70;0.76;71.27;18.09;0.13;0.22;4.66;4.51;0.36;0.19;0.26;;;
2011;BU;CTL;BU-912;1;BU-4740;BU-4740;0.5;BU-1040;DE N-I A BU-910;4.97;0.0;4.97;240;194;46;80.83;19.17;315;289;26;91.75;8.25;65;61-70;0.0;79.87;13.31;0.0;0.79;3.6;2.16;0.26;0.4;0.13;;;
2011;BU;CTL;BU-912;2;BU-4740;;;BU-1040;DE BU-910 A QUEMADA  (BU-925);6.83;4.97;11.8;240;194;46;80.83;19.17;315;289;26;91.75;8.25;72;71-80;0.0;79.87;13.31;0.0;0.79;3.6;2.16;0.26;0.4;0.13;;;
2011;BU;CIP;BU-925;2;BU-1040;;;BU-1040;DE QUEMADA (BU-912) A BU-930;4.75;9.9;14.65;1555;1449;106;93.18;6.82;1673;1551;122;92.71;7.29;99;91-100;0.0;79.87;13.31;0.0;0.79;3.6;2.16;0.26;0.4;0.13;;;
2011;BU;CIP;BU-925;4;BU-1040;;;BU-1040;DE PEÑARANDA DE DUERO (BU-923)  A BU-934;1.02;18.7;19.72;1555;1449;106;93.18;6.82;1673;1551;122;92.71;7.29;73;71-80;0.0;79.87;13.31;0.0;0.79;3.6;2.16;0.26;0.4;0.13;;;
2011;BU;CTL;BU-930;3;BU-4845;;;BU-1040;DE SANTA CRUZ DE SALCEDA (BU-932)  A BU-945;3.36;13.54;16.9;440;425;15;96.59;3.41;395;384;11;97.22;2.78;65;61-70;0.0;79.87;13.31;0.0;0.79;3.6;2.16;0.26;0.4;0.13;;;
2011;BU;CTL;BU-932;1;BU-4845;;;BU-1040;DE N-I A FUENTELCÉSPED;4.79;0.0;4.79;440;425;15;96.59;3.41;395;384;11;97.22;2.78;71;71-80;0.0;79.87;13.31;0.0;0.79;3.6;2.16;0.26;0.4;0.13;;;
2011;SO;B;CL-101;2;SO-3035;SO-3035;11.0;SO-0040;DE ÓLVEGA A N-234;24.87;8.65;33.52;2178;1012;1166;46.46;53.54;1865;1056;809;56.62;43.38;91;91-100;0.26;48.9;16.18;0.4;0.33;5.36;27.04;1.54;3.51;0.2;;;
2011;SO;B;CL-101;4;SO-1025;SO-1025;43.8;SO-1025;DE GÓMARA A CARRETERA DE BANIEL-PERDICES;26.64;42.54;69.18;2313;1149;1164;49.68;50.32;2378;1346;1032;56.6;43.4;86;81-90;0.34;41.6;7.48;0.25;0.51;3.85;43.84;2.12;8.49;2.29;;;
2011;SO;B;CL-101;7;SO-3360;SO-3360;95.0;SO-1015;DE VILLASAYAS A BARAHONA (SO-132);8.73;90.78;99.51;1189;1003;186;84.36;15.64;924;797;127;86.26;13.74;69;61-70;4.68;71.79;7.57;2.04;0.71;3.85;9.05;0.31;2.02;1.93;;;
2011;SO;B;CL-116;4;SO-3080;SO-3080;51.0;SO-1085;DE ALMAZÁN (N-111) A MORÓN DE ALMAZÁN;11.29;49.76;61.05;1438;1092;346;75.94;24.06;1288;945;343;73.37;26.63;76;71-80;0.8;62.15;8.32;2.22;0.18;5.32;19.82;1.2;4.52;2.96;;;
2011;SO;B;CL-116;5;SO-1075;SO-1075;78.3;SO-1075;DE MORÓN DE ALMAZÁN A MONTEAGUDO DE LAS VICARÍAS;23.28;61.05;84.33;1616;1205;411;74.57;25.43;1838;1295;543;70.46;29.54;82;81-90;2.59;62.22;8.05;1.71;1.21;6.01;16.3;1.91;4.83;3.59;;;
2011;BU;B;CL-117;2;BU-3715;BU-3715;28.0;BU-1060;DE QUINTANAR DE LA SIERRA A LÍMITE DE PROVINCIA DE SORIA;8.51;24.3;32.81;1132;1014;118;89.58;10.42;1145;1032;113;90.13;9.87;75;71-80;0.76;71.27;18.09;0.13;0.22;4.66;4.51;0.36;0.19;0.26;;SO;
2011;SO;B;CL-117;5;SO-1240;SO-1240;54.08;SO-1240;DE MOLINOS DE DUERO (SO-820) A ABEJAR;10.71;51.36;62.07;1522;1393;129;91.52;8.48;1331;1201;130;90.23;9.77;82;81-90;0.87;74.29;16.37;0.0;0.17;3.95;4.18;0.17;0.25;0.18;;;
2011;BU;B;CL-127;1;BU-3690;BU-3690;4.0;BU-0575;DE N-I A BU-750;13.0;0.0;13.0;1374;1265;109;92.07;7.93;1326;1240;86;93.51;6.49;89;81-90;0.92;88.1;8.48;0.23;0.36;1.28;0.3;0.33;0.0;0.13;;;
2011;AV;B;CL-501;1;AV-0065;;;AV-0065;DE LÍMITE DE C.A. DE MADRID A LÍMITE DE C.A. DE MADRID (NAVAHONDILLA);3.43;2.38;5.81;6823;6585;238;96.51;3.49;6862;6608;254;96.3;3.7;84;81-90;1.25;87.33;7.93;0.0;0.3;2.56;0.61;0.01;0.19;0.21;;;
2011;AV;B;CL-501;3;AV-0065;;;AV-0065;DE SOTILLO DE LA ADRADA (AV-915), A LA ADRADA (AV-930);5.36;14.26;19.62;6823;6585;238;96.51;3.49;6862;6608;254;96.3;3.7;40;<=60;1.25;87.33;7.93;0.0;0.3;2.56;0.61;0.01;0.19;0.21;;;
2011;AV;B;CL-501;4;AV-3075;AV-3075;23.6;AV-0065;DE LA ADRADA A PIEDRALAVES;4.69;19.62;24.31;4157;4015;142;96.58;3.42;4337;4194;143;96.7;3.3;63;61-70;1.25;87.33;7.93;0.0;0.3;2.56;0.61;0.01;0.19;0.21;;;
2011;AV;B;CL-501;9;AV-1290;AV-1290;78.8;AV-1290;DE RAMACASTAÑAS A CANDELEDA;19.6;60.4;80.0;1258;1177;81;93.56;6.44;0;;;0.0;0.0;96;91-100;1.36;84.49;7.22;0.48;0.48;5.48;0.48;0.0;0.0;0.24;;;
2011;AV;B;CL-505;1;AV-3140;AV-3140;2.9;AV-0130;DE ÁVILA A  AV-503;1.08;2.01;3.09;5563;5220;343;93.83;6.17;5774;5411;363;93.71;6.29;46;<=60;1.74;83.35;9.24;0.06;0.04;4.49;1.05;0.04;0.38;0.12;;;
2011;AV;B;CL-507;1;AV-3005;AV-3005;1.548;AV-1010;DE SANCHIDRIÁN (AP-6), A BLASCOSANCHO (N-403);5.747;0.0;5.747;1901;1241;660;65.28;34.72;2009;1316;693;65.51;34.49;81;81-90;0.87;53.24;5.68;0.0;0.26;8.2;30.91;0.84;12.19;1.18;;;
2011;SA;B;CL-510;3;SA-3020;SA-3020;21.0;SA-0015;DE ALBA DE TORMES A ANAYA DE ALBA;11.25;17.36;28.61;1472;1399;73;95.04;4.96;1648;1560;88;94.66;5.34;90;81-90;0.87;83.9;8.95;0.33;0.61;4.15;0.94;0.24;0.08;0.35;;;
2011;AV;B;CL-510;6;AV-1150;AV-1150;51.73;AV-1150;DE  AV-105 A PIEDRAHÍTA (AV-102);14.17;49.15;63.32;1129;1026;103;90.88;9.12;1152;1001;151;86.89;13.11;87;81-90;0.38;82.61;7.89;0.0;0.0;5.45;3.42;0.25;0.0;1.09;;;
2011;SA;B;CL-512;2;SA-3400;SA-3400;13.3;SA-1035;DE ALDEATEJADA A VECINOS (SA-211);21.48;5.4;26.88;2819;2688;131;95.35;4.65;2766;2264;502;81.85;18.15;94;91-100;0.2;85.32;7.8;0.0;1.22;4.62;0.76;0.08;0.4;0.1;;;
2011;SA;B;CL-517;4;SA-1095;SA-1095;58.35;SA-1095;DE SA-305 A VITIGUDINO (SA-315);33.61;29.55;63.16;2341;2110;231;90.13;9.87;2459;2232;227;90.77;9.23;92;91-100;0.22;80.19;9.6;0.13;1.15;5.76;2.75;0.21;0.6;0.39;;;
2011;SA;B;CL-517;5;SA-1100;SA-1100;85.09;SA-1100;DE VITIGUDINO A LUMBRALES;26.46;63.16;89.62;988;890;98;90.08;9.92;1026;927;99;90.35;9.65;92;91-100;1.19;79.07;9.72;0.1;2.27;6.42;1.13;0.09;1.68;0.39;;;
2011;SA;B;CL-517;6;SA-3105;SA-3105;91.43;SA-1100;DE LUMBRALES A LA FRONTERA CON PORTUGAL;24.68;89.62;114.3;605;581;24;96.03;3.97;655;630;25;96.18;3.82;73;71-80;1.19;79.07;9.72;0.1;2.27;6.42;1.13;0.09;1.68;0.39;P;;
2011;SA;B;CL-526;1;SA-1150;SA-1150;7.36;SA-1150;DE CIUDAD RODRIGO A CV-85;13.74;0.0;13.74;1822;1598;224;87.71;12.29;1994;1755;239;88.01;11.99;88;81-90;0.75;79.26;7.69;0.0;0.76;6.5;4.46;0.57;4.83;0.66;;;
2011;ZA;B;CL-527;4;ZA-3060;ZA-3060;39.0;ZA-1055;DE BERMILLO DE SAYAGO A ZA-315;19.01;35.86;54.87;1222;1071;151;87.64;12.36;1218;973;245;79.89;20.11;100;91-100;0.27;79.42;9.77;0.0;0.85;5.32;4.26;0.11;2.48;0.0;;;
2011;VA;B;CL-600;2;VA-3315;VA-3315;7.0;VA-0610;DE PUENTEDUERO, CRUCE CON CL-610 A VIANA DE CEGA;3.8;6.2;10.0;3833;3648;185;95.17;4.83;5334;4803;531;90.04;9.96;74;71-80;0.26;79.95;6.9;0.0;0.63;3.89;7.82;0.54;0.03;0.63;;;
2011;VA;B;CL-600;3;VA-3315;;;VA-0610;DE VIANA DE CEGA A BOECILLO;4.7;10.0;14.7;3833;3648;185;95.17;4.83;5334;4803;531;90.04;9.96;74;71-80;0.26;79.95;6.9;0.0;0.63;3.89;7.82;0.54;0.03;0.63;;;
2011;VA;B;CL-600;6;VA-3255;;;VA-0610;DE VA-200 A TUDELA DE DUERO (N-122);3.75;24.25;28.0;2523;2045;478;81.05;18.95;3329;2386;943;71.67;28.33;87;81-90;0.26;79.95;6.9;0.0;0.63;3.89;7.82;0.54;0.03;0.63;;;
2011;SG;B;CL-601;2;SG-3430;SG-3430;3.12;SG-0005;DE SG-20 A CARRETERA DE PALAZUELOS DE ERESMA;0.8;2.52;3.32;12136;11551;585;95.18;4.82;12428;11903;525;95.78;4.22;60;<=60;1.36;90.54;5.3;0.0;0.47;1.49;0.84;0.0;0.18;0.15;;;
2011;SG;B;CL-601;3;SG-3010;SG-3010;4.32;SG-0005;DE CARRETERA DE PALAZUELOS DE ERESMA A LA GRANJA;6.73;3.32;10.05;9717;9322;395;95.93;4.07;9511;9094;417;95.62;4.38;67;61-70;1.36;90.54;5.3;0.0;0.47;1.49;0.84;0.0;0.18;0.15;;;
2011;ZA;B;CL-602;4;VA-3055;;;VA-0030;DE CANAL DE SAN JOSÉ (pk = 8,200) A LÍMITE DE PROVINCIA DE VALLADOLID;3.77;6.5;10.27;565;519;46;91.86;8.14;796;566;230;71.11;28.89;92;91-100;0.1;73.01;9.87;0.07;0.61;6.57;9.24;0.54;0.1;0.47;;VA;
2011;VA;B;CL-602;5;VA-3055;VA-3055;16.0;VA-0030;DE LÍMITE DE PROVINCIA DE ZAMORA A CASTRONUÑO (VA-610);9.32;10.27;19.59;565;519;46;91.86;8.14;796;566;230;71.11;28.89;63;61-70;0.1;73.01;9.87;0.07;0.61;6.57;9.24;0.54;0.1;0.47;;ZA;
2011;VA;B;CL-602;9;VA-3035;VA-3035;67.0;VA-0030;DE MEDINA DEL CAMPO A OLMEDO;20.74;56.48;77.22;2312;2020;292;87.37;12.63;2547;2286;261;89.75;10.25;82;81-90;0.1;73.01;9.87;0.07;0.61;6.57;9.24;0.54;0.1;0.47;;;
2011;VA;B;CL-602;10;VA-0030;VA-0030;82.2;VA-0030;DE OLMEDO A ÍSCAR;13.41;77.22;90.63;2784;2312;472;83.05;16.95;2839;2364;475;83.27;16.73;77;71-80;0.1;73.01;9.87;0.07;0.61;6.57;9.24;0.54;0.1;0.47;;;
2011;VA;B;CL-602;11;VA-3025;VA-3025;94.0;VA-0030;DE ÍSCAR A VA-333;5.18;90.63;95.81;1723;1207;516;70.05;29.95;1583;946;637;59.76;40.24;87;81-90;0.1;73.01;9.87;0.07;0.61;6.57;9.24;0.54;0.1;0.47;;;
2011;VA;B;CL-602;12;SG-3075;;;SG-0455;DE VA-333 A LÍMITE DE PROVINCIA DE SEGOVIA;0.42;95.81;96.23;2174;1814;360;83.44;16.56;2041;1507;534;73.84;26.16;84;81-90;;;;;;;;;;;;SG;
2011;BU;B;CL-603;1;BU-3105;BU-3105;1.5;BU-1100;DE ARANDA DE DUERO A CAMPILLO DE ARANDA;4.74;0.0;4.74;1677;1532;145;91.35;8.65;1638;1375;263;83.94;16.06;94;91-100;0.41;73.06;8.56;0.92;0.61;5.95;10.39;0.1;1.22;1.02;;;
2011;BU;B;CL-603;3;SG-3125;;;SG-1110;DE MORADILLO DE ROA A LÍMITE DE PROVINCIA DE SEGOVIA;6.52;13.98;20.5;631;432;199;68.46;31.54;631;432;199;68.46;31.54;99;91-100;0.31;80.81;7.88;0.13;0.75;4.7;5.26;0.15;0.17;0.56;;SG;
2011;SG;B;CL-603;5;SG-3325;SG-3325;33.48;SG-1110;DE SG-241 A SAN MIGUEL DE BERNUY;8.0;28.3;36.3;607;344;263;56.67;43.33;607;344;263;56.67;43.33;85;81-90;0.31;80.81;7.88;0.13;0.75;4.7;5.26;0.15;0.17;0.56;;;
2011;SG;B;CL-603;9;SG-3100;SG-3100;71.0;SG-1110;DE TURÉGANO (SG-222) A VILLOVELA DE PIRÓN;10.8;68.0;78.8;1832;1328;504;72.49;27.51;1909;1465;444;76.74;23.26;97;91-100;0.66;80.68;9.09;0.23;0.73;4.58;3.41;0.61;0.23;0.33;;;
2011;AV;B;CL-605;9;AV-3390;AV-3390;69.78;AV-1170;DE VILLANUEVA DE ACERAL A MADRIGAL DE LAS ALTAS TORRES (CL-610);13.68;68.58;82.26;1265;1099;166;86.88;13.12;1305;1109;196;84.98;15.02;84;81-90;0.43;80.57;5.37;0.55;0.75;6.02;6.16;0.14;0.17;0.13;;;
2011;SA;B;CL-605;11;AV-3180;;;AV-1170;DE LÍMITE DE PROVINCIA DE ÁVILA A CANTALAPIEDRA (SA-810);6.41;93.79;100.2;550;469;81;85.27;14.73;578;441;137;76.3;23.7;85;81-90;0.43;80.57;5.37;0.55;0.75;6.02;6.16;0.14;0.17;0.13;;AV;
2011;ZA;B;CL-605;14;ZA-3085;ZA-3085;113.0;ZA-1100;DE LÍMITE DE PROVINCIA DE SALAMANCA A CAÑIZAL;7.7;109.8;117.5;849;684;165;80.57;19.43;952;743;209;78.05;21.95;85;81-90;0.13;72.15;16.26;0.73;0.7;4.58;5.19;0.26;0.0;0.75;;SA;
2011;ZA;B;CL-605;15;ZA-3090;ZA-3090;129.0;ZA-1100;DE CAÑIZAL A FUENTESAÚCO;13.8;118.2;132.0;452;350;102;77.43;22.57;487;374;113;76.8;23.2;94;91-100;0.13;72.15;16.26;0.73;0.7;4.58;5.19;0.26;0.0;0.75;;;
2011;ZA;B;CL-605;16;ZA-3095;ZA-3095;147.0;ZA-1100;DE FUENTESAÚCO A EL PIÑERO (ZA-611);17.7;132.0;149.7;788;688;100;87.31;12.69;748;645;103;86.23;13.77;85;81-90;0.13;72.15;16.26;0.73;0.7;4.58;5.19;0.26;0.0;0.75;;;
2011;VA;B;CL-610;2;VA-0080;VA-0080;4.45;VA-0080;DE COVARESA A EL PINAR DE ANTEQUERA;2.0;2.5;4.5;7700;7418;282;96.34;3.66;7887;7605;282;96.42;3.58;36;<=60;1.24;88.98;6.06;0.07;0.93;2.28;0.42;0.02;0.0;0.09;;;
2011;VA;B;CL-610;4;VA-3495;VA-3495;13.0;VA-1085;DE  PUENTEDUERO (CL-600) A SERRADA (VA-405);15.8;10.0;25.8;2630;2520;110;95.82;4.18;2766;2601;165;94.03;5.97;70;61-70;0.72;80.65;11.59;0.76;0.6;4.19;1.43;0.05;0.31;0.7;;;
2011;VA;B;CL-610;5;VA-1085;VA-1085;28.05;VA-1085;DE SERRADA (VA-405) A MEDINA DEL CAMPO;17.4;25.8;43.2;2631;2466;165;93.73;6.27;2851;2631;220;92.28;7.72;68;61-70;0.72;80.65;11.59;0.76;0.6;4.19;1.43;0.05;0.31;0.7;;;
2011;AV;B;CL-610;8;AV-3480;AV-3480;68.0;AV-1190;DE LÍMITE DE PROVINCIA DE VALLADOLID A MADRIGAL DE LAS ALTAS TORRES (CL-605);5.83;64.7;70.53;1719;1305;414;75.92;24.08;1620;1211;409;74.75;25.25;103;101-110;0.0;68.92;9.08;1.35;0.44;8.21;11.63;0.36;1.04;0.37;;VA;
2011;PA;B;CL-612;1;PA-3025;PA-3025;10.73;PA-1030;DE VILLAMARTÍN DE CAMPOS (N-610) A TORREMORMOJÓN (P-921);12.34;0.0;12.34;752;632;120;84.04;15.96;722;655;67;90.72;9.28;76;71-80;0.99;69.29;9.3;1.98;1.48;6.45;9.59;0.92;0.39;0.39;;;
2011;VA;B;CL-612;4;VA-3145;;;VA-1130;DE LÍMITE DE PROVINCIA DE PALENCIA A VA-912;2.47;21.4;23.87;589;510;79;86.59;13.41;592;484;108;81.76;18.24;76;71-80;0.0;71.12;9.69;1.25;0.31;6.32;10.39;0.92;0.0;0.89;;PA;
2011;VA;B;CL-612;5;VA-3145;VA-3145;32.0;VA-1130;DE VA-912 A MEDINA DE RIOSECO (N-601);12.33;23.87;36.2;589;510;79;86.59;13.41;592;484;108;81.76;18.24;81;81-90;0.0;71.12;9.69;1.25;0.31;6.32;10.39;0.92;0.0;0.89;;;
2011;ZA;B;CL-612;10;ZA-3125;ZA-3125;73.0;ZA-1120;DE VILLALPANDO A  ZA-702;19.22;72.42;91.64;1117;868;249;77.71;22.29;1131;986;145;87.18;12.82;87;81-90;0.34;69.31;11.96;1.01;1.84;10.12;4.51;0.92;0.17;0.34;;;
2011;ZA;B;CL-612;12;ZA-1140;ZA-1140;100.3;ZA-1140;DE CASTRONUEVO (ZA-714) A ZA-711;16.95;92.45;109.4;1360;1208;152;88.82;11.18;1362;1222;140;89.72;10.28;93;91-100;0.71;73.32;14.01;0.79;0.54;4.75;5.82;0.08;0.36;0.36;;;
2011;ZA;B;CL-612;13;ZA-3145;ZA-3145;111.5;ZA-1140;DE ZA-711 A MONFARRACINOS;6.6;109.4;116.0;3245;2921;324;90.02;9.98;3066;2858;208;93.22;6.78;93;91-100;0.71;73.32;14.01;0.79;0.54;4.75;5.82;0.08;0.36;0.36;;;
2011;ZA;B;CL-612;14;ZA-3530;ZA-3530;119.3;ZA-1140;DE MONFARRACINOS A ZAMORA;5.7;116.0;121.7;4860;4299;561;88.46;11.54;4678;3870;808;82.73;17.27;76;71-80;0.71;73.32;14.01;0.79;0.54;4.75;5.82;0.08;0.36;0.36;;;
2011;PA;B;CL-613;1;PA-3040;PA-3040;0.8;PA-1070;DE PALENCIA (CL-615) A GRIJOTA (P-954);1.85;0.0;1.85;7386;6784;602;91.85;8.15;7476;6779;697;90.68;9.32;53;<=60;0.6;88.19;8.27;0.15;0.6;1.97;0.16;0.05;0.0;0.1;;;
2011;PA;B;CL-613;5;PA-3065;PA-3065;41.5;PA-1050;DE CISNEROS (P-970) A VILLADA (P-905);9.13;33.3;42.43;1436;1296;140;90.25;9.75;1521;1380;141;90.73;9.27;80;71-80;0.32;77.8;11.54;0.1;0.39;3.74;5.81;0.3;0.35;0.35;;;
2011;PA;B;CL-613;6;LE-3005;;;LE-1045;DE VILLADA (P-905) A LÍMITE PROVINCIA DE LEÓN;5.75;42.43;48.18;1926;1592;334;82.66;17.34;1711;1507;204;88.08;11.92;81;81-90;0.16;77.85;8.85;0.09;0.4;8.6;4.05;0.0;0.13;0.23;;LE;
2011;PA;B;CL-615;1;PA-1070;PA-1070;0.325;PA-1070;DE PALENCIA A CL-613;1.27;0.0;1.27;9738;9467;271;97.22;2.78;10166;9858;308;96.97;3.03;53;<=60;0.6;88.19;8.27;0.15;0.6;1.97;0.16;0.05;0.0;0.1;;;
2011;PA;B;CL-615;7;PA-0100;PA-0100;34.6;PA-0100;DE VILLOLDO A CARRIÓN DE LOS CONDES (N-120);10.89;25.73;36.62;4209;3801;408;90.31;9.69;4325;3916;409;90.54;9.46;87;81-90;0.16;80.24;9.29;0.62;0.25;4.83;4.14;0.47;0.13;0.34;;;
2011;PA;B;CL-615;8;PA-3110;PA-3110;39.0;PA-0100;DE CARRIÓN DE LOS CONDES (N-120) A SALDAÑA (P-235);21.99;36.62;58.61;3377;2778;599;82.26;17.74;3708;3126;582;84.3;15.7;83;81-90;0.16;80.24;9.29;0.62;0.25;4.83;4.14;0.47;0.13;0.34;;;
2011;PA;B;CL-615;11;PA-3130;PA-3130;89.5;PA-1120;DE FRESNO DEL RÍO (PP-2298) A GUARDO (CL-626);11.92;79.83;91.75;2551;2044;507;80.13;19.87;2615;1978;637;75.64;24.36;81;81-90;0.32;73.68;14.28;0.36;0.5;5.38;5.02;0.47;0.07;0.75;;;
2011;PA;B;CL-619;1;PA-1190;PA-1190;8.5;PA-1190;DE MAGAZ (N-620) A BALTANÁS (P-131);15.14;0.0;15.14;2322;2031;291;87.47;12.53;2324;2020;304;86.92;13.08;78;71-80;0.65;78.83;7.85;0.14;0.38;5.2;6.28;0.67;0.44;0.61;;;
2011;PA;B;CL-619;2;PA-3175;;;PA-1190;DE BALTANÁS (P-131) A CEVICO NAVERO (P-114);11.46;15.14;26.6;1260;861;399;68.33;31.67;1089;760;329;69.79;30.21;75;71-80;0.65;78.83;7.85;0.14;0.38;5.2;6.28;0.67;0.44;0.61;;;
2011;BU;B;CL-619;5;BU-3120;BU-3120;46.2;BU-1110;DE TÓRTOLES DE ESGUEVA A VILLOVELA DE ESGUEVA;4.62;41.92;46.54;1748;1520;228;86.96;13.04;1590;1284;306;80.75;19.25;92;91-100;0.49;79.61;6.74;0.3;0.48;4.88;6.96;0.53;1.18;0.53;;;
2011;BU;B;CL-619;6;BU-3885;BU-3885;56.5;BU-1110;DE VILLOVELA DE ESGUEVA A LA HORRA;11.56;46.54;58.1;1895;1642;253;86.65;13.35;1722;1466;256;85.13;14.87;92;91-100;0.49;79.61;6.74;0.3;0.48;4.88;6.96;0.53;1.18;0.53;;;
2011;BU;B;CL-619;7;BU-1110;BU-1110;64.8;BU-1110;DE LA HORRA A ENLACE CON A-1;15.9;58.1;74.0;2029;1768;261;87.14;12.86;2134;1847;287;86.55;13.45;97;91-100;0.49;79.61;6.74;0.3;0.48;4.88;6.96;0.53;1.18;0.53;;;
2011;BU;B;CL-620;1;BU-3850;BU-3850;2.8;BU-0175;DE LÍMITE DE C.A. DEL PAÍS VASCO A LÍMITE DE C.A. DEL PAÍS VASCO;4.7;0.0;4.7;642;583;59;90.81;9.19;670;625;45;93.28;6.72;59;<=60;0.29;85.02;8.05;0.06;0.19;3.05;3.32;0.01;0.07;0.26;PV;;
2011;LE;B;CL-621;2;VA-3160;;;VA-1130;DE LÍMITE DE PROVINCIA DE VALLADOLID A MATANZA DE LOS OTEROS;3.2;8.6;11.8;674;506;168;75.07;24.93;703;503;200;71.55;28.45;96;91-100;0.0;71.12;9.69;1.25;0.31;6.32;10.39;0.92;0.0;0.89;;VA;
2011;LE;B;CL-624;1;LE-3670;LE-3670;17.45;LE-1340;DE PUENTE DE VILLARENTE (N-601) A DEVESA;19.0;0.0;19.0;1853;1698;155;91.64;8.36;1562;1383;179;88.54;11.46;71;71-80;0.31;70.32;22.19;0.7;1.0;3.85;1.62;0.0;0.0;0.0;;;
2011;LE;B;CL-626;1;LE-3770;LE-3770;1.8;LE-1205;DE LÍMITE DE C.A. DE ASTURIAS A CABOALLES DE ABAJO;6.74;0.0;6.74;789;661;128;83.78;16.22;789;661;128;83.78;16.22;60;<=60;;;;;;;;;;;AS;;
2011;LE;B;CL-626;13;LE-3155;LE-3155;121.0;LE-1340;DE LA VECILLA (LE-321) A LA VEGA DE BOÑAR (CL-624);7.1;116.9;124.0;1322;1010;312;76.4;23.6;1512;1123;389;74.27;25.73;65;61-70;0.31;70.32;22.19;0.7;1.0;3.85;1.62;0.0;0.0;0.0;;;
2011;LE;B;CL-626;14;LE-3555;;;LE-1340;DE LA VEGA DE BOÑAR (CL-624) A BOÑAR;1.7;124.0;125.7;2545;2407;138;94.58;5.42;2194;2063;131;94.03;5.97;40;<=60;0.31;70.32;22.19;0.7;1.0;3.85;1.62;0.0;0.0;0.0;;;
